farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM0073,Central USA,Maize,23.56,7.05,28.58,63.09,71.54,6.01,Manual,Organic,30.11,2024-02-10,2024-05-26,106,4894.93,SENS0073,2024-05-04,34.110251,82.054016,0.39,
FARM0079,North India,Maize,17.86,6.14,16.98,228.68,56.76,4.88,Drip,Inorganic,46.28,2024-02-23,2024-07-15,143,2555.17,SENS0079,2024-06-22,21.215037,70.105024,0.35,Moderate
FARM0081,South India,Maize,25.02,6.73,19.81,154.14,73.22,4.51,Manual,Organic,47.9,2024-03-17,2024-08-04,140,5953.33,SENS0081,2024-03-22,19.761343,79.402702,0.68,Moderate
FARM0084,North India,Maize,25.29,6.3,23.79,289.12,56.95,5.12,,Inorganic,46.59,2024-03-09,2024-07-28,141,2330.45,SENS0084,2024-06-25,11.973175,82.049066,0.79,Moderate
FARM0087,East Africa,Maize,23.93,6.8,19.99,78.36,76.78,6.99,,Mixed,10.3,2024-02-23,2024-06-20,118,2858.28,SENS0087,2024-05-11,17.139422,88.329578,0.59,
FARM0091,East Africa,Maize,39.61,6.0,27.7,187.71,46.26,5.82,Drip,Mixed,33.84,2024-03-19,2024-06-26,99,2684.8,SENS0091,2024-06-06,28.015819,82.102778,0.81,
FARM0096,South USA,Maize,11.58,5.6,26.24,140.63,54.43,6.32,,Mixed,17.59,2024-03-22,2024-07-29,129,2475.24,SENS0096,2024-04-15,19.847593,85.897945,0.5,Moderate
FARM0098,East Africa,Maize,27.76,6.52,24.8,190.73,63.74,4.1,Manual,Mixed,9.93,2024-02-19,2024-06-07,109,5187.02,SENS0098,2024-05-21,31.802478,82.58521,0.66,Moderate
FARM0105,South India,Maize,40.69,5.52,26.36,76.83,89.15,5.71,,Organic,43.3,2024-02-09,2024-05-21,102,5235.26,SENS0105,2024-03-22,14.062357,79.178289,0.45,Mild
FARM0106,North India,Maize,37.68,6.64,30.15,93.87,82.81,9.38,,Mixed,19.76,2024-02-22,2024-05-28,96,2739.12,SENS0106,2024-03-10,21.936352,88.716508,0.3,Severe
FARM0108,Central USA,Maize,31.51,5.94,17.67,88.3,77.39,7.63,,Mixed,29.72,2024-02-25,2024-06-28,124,5207.98,SENS0108,2024-06-09,15.460291,74.949309,0.75,
FARM0125,East Africa,Maize,23.43,6.98,30.81,222.33,43.92,8.47,Manual,Organic,9.4,2024-01-27,2024-04-30,94,3362.37,SENS0125,2024-04-14,33.87146,77.934061,0.76,
FARM0127,Central USA,Maize,13.73,5.51,21.17,139.98,53.49,4.8,Sprinkler,Inorganic,25.2,2024-03-17,2024-07-11,116,2413.17,SENS0127,2024-03-28,18.847857,71.861285,0.66,Moderate
FARM0129,North India,Maize,18.81,5.99,27.5,198.45,49.78,4.64,Manual,Organic,47.7,2024-02-27,2024-07-05,129,3519.56,SENS0129,2024-05-21,21.005573,78.612324,0.79,Mild
FARM0130,Central USA,Maize,31.11,6.89,24.58,94.41,59.91,5.91,,Mixed,40.19,2024-02-13,2024-05-30,107,5265.98,SENS0130,2024-04-03,19.125388,88.641343,0.42,Mild
FARM0141,Central USA,Maize,40.18,5.67,32.31,79.35,80.59,5.26,Manual,Mixed,32.46,2024-02-06,2024-06-14,129,2556.94,SENS0141,2024-03-29,30.338247,86.10881,0.64,Moderate
FARM0144,South USA,Maize,39.75,7.09,22.95,292.03,81.24,6.97,Manual,Inorganic,20.2,2024-03-05,2024-07-09,126,5409.69,SENS0144,2024-06-13,18.593491,83.651039,0.33,
FARM0155,South India,Maize,18.69,7.33,21.4,256.5,68.58,4.72,Drip,Organic,15.04,2024-03-02,2024-06-25,115,2275.71,SENS0155,2024-04-30,31.650806,85.47055,0.49,
FARM0164,South USA,Maize,16.29,6.14,19.38,273.94,78.93,4.35,,Mixed,21.08,2024-03-08,2024-06-16,100,2400.54,SENS0164,2024-05-31,16.02882,80.673791,0.77,
FARM0166,East Africa,Maize,16.14,5.58,16.12,200.42,41.0,6.87,Manual,Mixed,14.07,2024-01-11,2024-05-25,135,2709.84,SENS0166,2024-04-02,11.488899,72.95424,0.72,Mild
FARM0173,North India,Maize,37.47,6.44,32.9,116.25,72.09,6.33,Manual,Inorganic,21.62,2024-02-02,2024-05-18,106,3758.96,SENS0173,2024-03-06,15.656057,75.37124,0.34,
FARM0174,North India,Maize,38.29,6.33,30.13,106.88,43.05,6.32,,Mixed,35.92,2024-02-19,2024-07-14,146,2942.57,SENS0174,2024-05-05,11.973876,88.055544,0.73,Mild
FARM0177,East Africa,Maize,40.73,6.03,28.1,193.01,63.65,5.03,,Organic,32.82,2024-03-23,2024-07-16,115,2155.13,SENS0177,2024-07-14,31.973941,83.810275,0.33,Severe
FARM0178,Central USA,Maize,10.71,7.13,21.06,120.09,64.58,8.18,Drip,Organic,11.05,2024-03-15,2024-08-01,139,5303.29,SENS0178,2024-05-22,28.219985,82.099583,0.35,Severe
FARM0181,North India,Maize,10.96,5.6,32.08,244.96,50.72,5.33,Sprinkler,Mixed,14.3,2024-03-14,2024-07-14,122,2080.21,SENS0181,2024-06-21,34.178459,83.643995,0.58,Mild
FARM0187,East Africa,Maize,24.46,7.24,18.02,298.09,57.13,9.92,,Organic,19.24,2024-03-06,2024-07-23,139,2323.25,SENS0187,2024-05-30,25.775819,73.536485,0.68,
FARM0188,South USA,Maize,17.33,7.05,26.53,89.61,79.26,8.68,Sprinkler,Mixed,24.52,2024-02-13,2024-06-09,117,5861.31,SENS0188,2024-04-02,10.116728,80.675652,0.74,
FARM0191,South USA,Maize,36.99,6.75,26.88,61.99,45.41,9.02,Drip,Mixed,10.21,2024-02-13,2024-05-20,97,4189.13,SENS0191,2024-04-13,27.546705,74.109898,0.71,
FARM0201,North India,Maize,22.43,6.77,31.0,186.92,58.69,4.64,Sprinkler,Inorganic,11.32,2024-03-24,2024-08-07,136,3636.84,SENS0201,2024-05-28,25.271294,73.750868,0.86,Severe
FARM0205,North India,Maize,29.68,6.67,33.85,227.53,73.71,9.36,Manual,Inorganic,41.37,2024-03-04,2024-06-03,91,3523.48,SENS0205,2024-03-10,26.756354,73.998048,0.75,Mild
FARM0206,Central USA,Maize,15.12,5.62,30.69,101.0,67.06,6.15,,Organic,32.72,2024-03-24,2024-07-27,125,5459.37,SENS0206,2024-06-27,26.177986,77.777733,0.61,Moderate
FARM0208,South India,Maize,25.71,7.47,16.49,290.62,76.75,4.72,Drip,Inorganic,17.56,2024-02-05,2024-05-15,100,4335.94,SENS0208,2024-03-08,10.141128,79.326627,0.86,
FARM0209,South India,Maize,30.89,7.05,27.51,260.78,55.06,8.74,Manual,Organic,40.28,2024-02-17,2024-05-31,104,5827.95,SENS0209,2024-04-23,11.704412,80.102807,0.55,Severe
FARM0210,North India,Maize,17.74,5.93,21.64,140.2,50.92,8.52,,Mixed,42.07,2024-03-01,2024-06-06,97,4675.75,SENS0210,2024-04-27,16.008697,82.845287,0.85,Mild
FARM0211,North India,Maize,23.35,7.09,17.27,114.15,76.2,4.15,Manual,Mixed,41.13,2024-02-16,2024-05-18,92,3185.74,SENS0211,2024-05-09,14.81281,80.277894,0.87,Mild
FARM0215,East Africa,Maize,43.6,5.79,28.55,278.54,79.75,8.38,Manual,Organic,29.91,2024-03-05,2024-06-10,97,2167.09,SENS0215,2024-05-17,24.916372,80.743041,0.87,Moderate
FARM0216,South India,Maize,17.41,7.31,32.03,85.61,49.2,7.7,Manual,Organic,10.16,2024-03-26,2024-07-30,126,5409.0,SENS0216,2024-07-12,28.776045,89.801528,0.63,
FARM0221,South USA,Maize,11.41,7.02,19.63,116.09,51.7,8.01,Manual,Inorganic,26.14,2024-02-02,2024-05-04,92,5922.36,SENS0221,2024-03-14,12.580625,89.368828,0.68,Moderate
FARM0231,South India,Maize,12.8,5.58,22.69,296.11,70.7,7.13,Drip,Organic,33.81,2024-02-01,2024-05-13,102,5402.27,SENS0231,2024-05-13,22.953832,73.89493,0.77,Mild
FARM0233,Central USA,Maize,17.92,7.43,24.1,150.99,40.23,5.05,Drip,Mixed,8.26,2024-02-11,2024-07-10,150,2468.04,SENS0233,2024-06-21,33.917734,87.522261,0.79,Moderate
FARM0237,South USA,Maize,31.72,6.48,34.71,274.25,83.44,6.94,Manual,Inorganic,14.99,2024-03-05,2024-06-06,93,4102.94,SENS0237,2024-04-28,21.958002,80.815359,0.6,Severe
FARM0241,South USA,Maize,19.09,6.22,26.15,252.5,57.21,6.47,Manual,Mixed,48.34,2024-01-19,2024-05-24,126,4599.46,SENS0241,2024-03-27,14.363471,85.606182,0.51,Severe
FARM0253,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,2024-01-23,2024-05-16,114,3432.67,SENS0253,2024-02-09,16.267406,70.789771,0.72,Moderate
FARM0262,East Africa,Maize,11.31,7.12,22.63,245.03,86.09,6.01,,Inorganic,46.86,2024-01-28,2024-06-15,139,2906.87,SENS0262,2024-01-30,25.847178,82.643872,0.33,
FARM0266,South India,Maize,15.46,6.96,16.72,234.9,52.15,7.73,Sprinkler,Inorganic,5.62,2024-03-26,2024-07-01,97,3220.47,SENS0266,2024-05-25,10.568703,74.180191,0.62,Mild
FARM0270,East Africa,Maize,17.9,6.18,22.86,84.32,76.49,7.12,Sprinkler,Inorganic,15.82,2024-01-14,2024-05-02,109,5638.94,SENS0270,2024-02-25,21.22923,72.635443,0.69,Mild
FARM0271,South India,Maize,34.1,7.3,33.19,157.52,85.45,8.62,Sprinkler,Inorganic,8.05,2024-03-24,2024-06-29,97,2736.54,SENS0271,2024-04-11,28.176988,85.3087,0.83,Severe
FARM0272,South USA,Maize,25.51,7.37,32.88,283.31,53.69,8.67,Drip,Organic,13.31,2024-03-20,2024-07-05,107,4422.42,SENS0272,2024-06-06,15.772784,74.643651,0.71,Moderate
FARM0276,South USA,Maize,31.46,5.61,25.34,85.56,81.49,6.71,Drip,Organic,40.04,2024-03-18,2024-06-24,98,3572.27,SENS0276,2024-04-28,21.272146,73.577572,0.65,Mild
FARM0285,South India,Maize,39.18,7.34,24.58,168.63,41.78,4.81,Sprinkler,Mixed,25.73,2024-03-11,2024-07-08,119,5135.96,SENS0285,2024-05-02,33.194749,71.120446,0.61,Moderate
FARM0288,South India,Maize,42.33,6.96,25.47,243.88,47.16,9.23,Sprinkler,Organic,37.61,2024-02-13,2024-06-27,135,5459.24,SENS0288,2024-03-13,10.102747,88.646747,0.71,
FARM0300,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,2024-03-03,2024-06-10,99,4920.74,SENS0300,2024-05-09,34.589477,89.673368,0.77,Severe
FARM0302,Central USA,Maize,20.12,5.57,33.46,237.36,76.35,7.38,Drip,Mixed,26.29,2024-01-19,2024-04-21,93,4625.28,SENS0302,2024-02-25,30.222394,82.48634,0.47,
FARM0307,East Africa,Maize,33.72,7.49,21.27,52.64,40.42,4.41,,Organic,28.64,2024-03-15,2024-07-05,112,2877.67,SENS0307,2024-04-20,16.297403,70.680835,0.67,
FARM0309,Central USA,Maize,15.67,5.65,30.54,145.7,56.63,4.36,Manual,Organic,24.83,2024-02-07,2024-06-15,129,3570.54,SENS0309,2024-06-11,12.710762,80.812643,0.56,
FARM0310,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,2024-01-22,2024-05-15,114,3065.75,SENS0310,2024-04-20,18.245772,77.826607,0.3,Severe
FARM0317,East Africa,Maize,24.57,7.11,30.45,223.09,50.31,7.84,,Inorganic,15.77,2024-01-20,2024-06-02,134,2150.48,SENS0317,2024-03-06,27.929969,82.240996,0.35,Moderate
FARM0323,South India,Maize,25.2,5.94,33.55,286.56,85.69,9.39,,Organic,6.8,2024-02-24,2024-07-12,139,4016.87,SENS0323,2024-06-11,23.278043,79.585387,0.78,
FARM0327,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,2024-02-12,2024-07-08,147,3069.43,SENS0327,2024-05-30,16.928633,71.267384,0.51,Severe
FARM0331,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,2024-03-26,2024-07-03,99,2645.02,SENS0331,2024-04-09,11.028786,76.332517,0.38,Moderate
FARM0334,South USA,Maize,13.24,5.61,27.83,195.86,51.11,9.61,Manual,Organic,6.01,2024-03-28,2024-07-24,118,4708.25,SENS0334,2024-04-08,34.395988,77.888472,0.59,
FARM0338,North India,Maize,24.6,6.48,28.76,111.19,45.97,5.66,Drip,Mixed,38.55,2024-03-16,2024-07-20,126,3744.27,SENS0338,2024-04-18,25.699901,79.520814,0.72,
FARM0348,North India,Maize,44.13,6.18,26.9,297.67,46.14,9.03,,Inorganic,39.42,2024-03-19,2024-07-04,107,5025.21,SENS0348,2024-06-29,26.095779,78.004711,0.59,Severe
FARM0355,East Africa,Maize,22.72,6.37,24.94,261.83,79.36,9.04,Sprinkler,Inorganic,16.93,2024-02-19,2024-06-13,115,5218.41,SENS0355,2024-05-08,28.572201,71.839157,0.81,
FARM0356,East Africa,Maize,19.57,6.63,25.62,156.78,57.37,4.46,Manual,Mixed,41.19,2024-02-22,2024-06-25,124,3253.41,SENS0356,2024-04-15,20.057524,82.499278,0.57,Mild
FARM0358,South USA,Maize,40.11,7.32,27.68,261.49,53.35,5.72,Sprinkler,Inorganic,35.91,2024-01-13,2024-04-27,105,2454.23,SENS0358,2024-02-06,10.692604,85.940895,0.49,Severe
FARM0360,East Africa,Maize,40.35,7.3,23.14,140.86,72.87,4.54,Sprinkler,Organic,10.04,2024-03-17,2024-08-13,149,2482.57,SENS0360,2024-08-12,33.741863,88.631113,0.45,
FARM0362,North India,Maize,29.1,6.45,19.93,119.43,79.21,4.87,,Mixed,21.55,2024-02-01,2024-06-11,131,5867.22,SENS0362,2024-02-09,31.036824,83.244469,0.86,Mild
FARM0364,South USA,Maize,40.78,7.03,23.13,58.47,83.32,8.94,,Inorganic,38.16,2024-02-23,2024-06-19,117,5507.04,SENS0364,2024-06-06,12.509889,73.206867,0.46,
FARM0369,North India,Maize,44.16,5.97,24.02,112.08,69.15,7.88,Drip,Organic,26.1,2024-02-23,2024-06-17,115,4747.41,SENS0369,2024-05-24,19.587386,78.465819,0.66,
FARM0372,East Africa,Maize,28.09,6.37,18.3,234.22,64.56,9.7,,Organic,13.5,2024-01-08,2024-04-18,101,2143.45,SENS0372,2024-02-10,14.088874,79.342657,0.37,Severe
FARM0375,South USA,Maize,30.8,5.51,34.4,214.04,87.54,5.95,Sprinkler,Organic,43.85,2024-03-10,2024-06-28,110,5192.59,SENS0375,2024-06-13,11.768102,89.038004,0.53,Severe
FARM0391,North India,Maize,21.02,7.46,18.29,65.37,77.96,7.96,Sprinkler,Mixed,7.6,2024-03-23,2024-08-11,141,4641.45,SENS0391,2024-08-03,34.316529,78.386106,0.83,Moderate
FARM0392,Central USA,Maize,10.28,6.06,25.56,280.11,75.01,6.68,Sprinkler,Mixed,33.1,2024-03-21,2024-07-17,118,4789.88,SENS0392,2024-07-12,30.295777,82.97514,0.77,Moderate
FARM0394,South India,Maize,35.43,7.47,17.21,64.99,58.65,7.76,Manual,Organic,7.15,2024-03-04,2024-06-30,118,3191.84,SENS0394,2024-06-06,10.130335,76.779606,0.44,Mild
FARM0395,Central USA,Maize,19.96,7.07,29.3,218.11,75.72,7.12,Sprinkler,Organic,19.75,2024-03-07,2024-07-27,142,5114.2,SENS0395,2024-07-01,12.449696,84.232808,0.8,
FARM0398,Central USA,Maize,44.69,6.11,24.72,247.8,47.11,7.54,Drip,Inorganic,45.01,2024-01-06,2024-05-27,142,4958.64,SENS0398,2024-01-06,13.058198,76.972979,0.82,Severe
FARM0403,South India,Maize,43.33,6.86,16.18,290.28,49.07,8.28,Manual,Inorganic,9.44,2024-01-14,2024-06-09,147,3296.87,SENS0403,2024-04-19,33.539438,87.99003,0.33,Mild
FARM0407,East Africa,Maize,40.74,5.92,25.1,250.51,84.2,9.67,Manual,Mixed,25.37,2024-01-22,2024-05-11,110,3366.52,SENS0407,2024-03-20,33.974817,76.569145,0.85,Mild
FARM0409,East Africa,Maize,23.54,7.18,31.24,295.95,46.24,6.22,Sprinkler,Inorganic,5.42,2024-03-01,2024-07-17,138,3124.54,SENS0409,2024-05-31,14.787792,86.325616,0.68,Mild
FARM0412,North India,Maize,25.14,7.49,20.48,220.04,63.33,6.17,Drip,Mixed,15.1,2024-02-14,2024-06-17,124,3795.45,SENS0412,2024-02-14,19.796472,76.694116,0.83,
FARM0414,North India,Maize,28.19,5.97,16.46,199.99,61.93,4.57,,Mixed,10.62,2024-01-02,2024-04-25,114,3253.12,SENS0414,2024-04-19,27.334092,85.652925,0.34,Severe
FARM0415,North India,Maize,31.38,6.36,17.04,63.95,42.61,9.1,,Organic,32.78,2024-02-08,2024-07-02,145,4398.3,SENS0415,2024-02-10,21.335281,79.284182,0.56,
FARM0419,South USA,Maize,15.68,6.41,30.78,60.55,50.97,4.02,Sprinkler,Mixed,15.36,2024-03-07,2024-06-20,105,3922.98,SENS0419,2024-06-13,33.814706,76.630302,0.74,Mild
FARM0438,South USA,Maize,25.54,6.7,15.97,144.35,50.09,5.5,Sprinkler,Organic,9.11,2024-02-01,2024-05-01,90,3348.47,SENS0438,2024-02-25,26.998988,71.26343,0.88,
FARM0449,South India,Maize,31.19,7.39,17.95,111.85,68.92,7.98,Sprinkler,Organic,10.25,2024-01-21,2024-06-04,135,5667.53,SENS0449,2024-05-01,27.651744,89.482912,0.35,Mild
FARM0451,South USA,Maize,10.22,5.84,24.83,74.22,78.69,6.51,,Mixed,17.98,2024-02-06,2024-05-17,101,3498.61,SENS0451,2024-05-06,13.358302,79.729425,0.6,
FARM0454,Central USA,Maize,33.87,6.19,21.3,109.9,58.06,6.39,Drip,Inorganic,44.29,2024-01-01,2024-04-29,119,5482.17,SENS0454,2024-02-21,28.130505,87.759411,0.38,
FARM0455,East Africa,Maize,43.29,7.0,19.97,162.98,74.31,9.22,,Mixed,13.46,2024-03-27,2024-07-15,110,2066.52,SENS0455,2024-05-12,31.835862,89.391952,0.74,Severe
FARM0458,South India,Maize,41.59,7.03,19.41,114.41,63.82,9.39,Drip,Mixed,11.11,2024-03-21,2024-08-04,136,3967.84,SENS0458,2024-06-14,31.798515,88.635599,0.76,
FARM0460,East Africa,Maize,14.46,6.13,22.6,234.23,55.54,7.54,Sprinkler,Inorganic,49.09,2024-02-25,2024-06-17,113,5190.07,SENS0460,2024-06-05,13.157684,83.274856,0.65,
FARM0471,East Africa,Maize,19.71,6.96,23.44,187.46,53.03,7.9,Sprinkler,Inorganic,25.52,2024-02-22,2024-06-18,117,5760.8,SENS0471,2024-03-11,23.397608,71.411161,0.74,Mild
FARM0473,Central USA,Maize,37.23,5.79,30.96,118.41,44.9,9.88,Sprinkler,Inorganic,47.83,2024-01-06,2024-05-08,123,4913.31,SENS0473,2024-02-14,24.720676,86.135963,0.36,Moderate
FARM0474,East Africa,Maize,29.3,6.71,32.93,92.69,87.33,6.34,Manual,Mixed,35.5,2024-03-18,2024-07-24,128,5528.08,SENS0474,2024-06-29,21.921547,72.551444,0.31,Mild
FARM0479,Central USA,Maize,26.91,6.03,15.04,207.79,59.68,9.54,Drip,Inorganic,45.16,2024-02-02,2024-05-24,112,2023.56,SENS0479,2024-03-31,18.213795,77.077855,0.3,Mild
FARM0480,South USA,Maize,10.31,6.36,18.95,182.27,84.93,6.46,,Organic,12.0,2024-03-09,2024-06-21,104,3882.79,SENS0480,2024-04-25,17.482124,78.566829,0.41,Moderate
FARM0492,North India,Maize,32.14,7.44,21.49,286.61,84.2,5.58,Sprinkler,Inorganic,45.43,2024-02-11,2024-05-14,93,4503.82,SENS0492,2024-02-12,30.598295,74.385592,0.88,Mild
